3.2412,1.1217e-16,1.832
3,1.0606e-16,1.7321
2.5858,8.6596e-17,1.4142
2.4269,7.3914e-17,1.2071
2.327,5.9146e-17,0.96593
2.2929,4.3298e-17,0.70711
2.327,2.745e-17,0.44829
2.4269,1.2682e-17,0.20711
2.5858,1.2326e-32,1.1102e-16
2.7929,-9.731e-18,-0.15892
3.0341,-1.5848e-17,-0.25882
3.2929,-1.7935e-17,-0.29289
3.5517,-1.5848e-17,-0.25882
3.7929,-9.731e-18,-0.15892
4,-6.163e-33,-1.1102e-16
4.1589,1.2682e-17,0.20711
4.2588,2.745e-17,0.44829
4.2929,4.3298e-17,0.70711
4.2588,5.9146e-17,0.96593
4.1589,7.3914e-17,1.2071
4,8.6596e-17,1.4142
3.7929,9.6327e-17,1.5731
3.5517,1.0244e-16,1.673
3.2929,1.0453e-16,1.7071
3.0341,1.0244e-16,1.673
2.7929,9.6327e-17,1.5731
2.5858,8.6596e-17,1.4142
2.2679,6.1232e-17,1
2.168,4.6464e-17,0.75882
2.134,3.0616e-17,0.5
2.168,1.4768e-17,0.24118
2.2679,0,-5.5511e-17
2.4269,-1.2682e-17,-0.20711
2.634,-2.2413e-17,-0.36603
2.8752,-2.853e-17,-0.46593
3.134,-3.0616e-17,-0.5
3.3928,-2.853e-17,-0.46593
3.634,-2.2413e-17,-0.36603
3.8411,-1.2682e-17,-0.20711
4,-6.163e-33,-5.5511e-17
4.0999,1.4768e-17,0.24118
4.134,3.0616e-17,0.5
4.0999,4.6464e-17,0.75882
4,6.1232e-17,1
3.8411,7.3914e-17,1.2071
3.634,8.3645e-17,1.366
3.3928,8.9762e-17,1.4659
3.134,9.1849e-17,1.5
2.8752,8.9762e-17,1.4659
2.634,8.3645e-17,1.366
2.4269,7.3914e-17,1.2071
2.2679,6.1232e-17,1
2.0681,3.1696e-17,0.51764
2.0341,1.5848e-17,0.25882
2.0681,4.0059e-32,6.1062e-16
2.168,-1.4768e-17,-0.24118
2.327,-2.745e-17,-0.44829
2.5341,-3.7181e-17,-0.60721
2.7753,-4.3298e-17,-0.70711
3.0341,-4.5384e-17,-0.74118
3.2929,-4.3298e-17,-0.70711
3.5341,-3.7181e-17,-0.60721
3.7412,-2.745e-17,-0.44829
3.9001,-1.4768e-17,-0.24118
4,-6.163e-33,-1.1102e-16
4.0341,1.5848e-17,0.25882
4,3.1696e-17,0.51764
3.9001,4.6464e-17,0.75882
3.7412,5.9146e-17,0.96593
3.5341,6.8877e-17,1.1248
3.2929,7.4994e-17,1.2247
3.0341,7.708e-17,1.2588
2.7753,7.4994e-17,1.2247
2.5341,6.8877e-17,1.1248
2.327,5.9146e-17,0.96593
2.168,4.6464e-17,0.75882
2.0681,3.1696e-17,0.51764
2,1.4998e-32,2.4493e-16
2.0341,-1.5848e-17,-0.25882
2.134,-3.0616e-17,-0.5
2.2929,-4.3298e-17,-0.70711
2.5,-5.3029e-17,-0.86603
2.7412,-5.9146e-17,-0.96593
3,-6.1232e-17,-1
3.2588,-5.9146e-17,-0.96593
3.5,-5.3029e-17,-0.86603
3.7071,-4.3298e-17,-0.70711
3.866,-3.0616e-17,-0.5
3.9659,-1.5848e-17,-0.25882
4,-7.4988e-33,-1.2246e-16
3.9659,1.5848e-17,0.25882
3.866,3.0616e-17,0.5
3.7071,4.3298e-17,0.70711
3.5,5.3029e-17,0.86603
3.2588,5.9146e-17,0.96593
3,6.1232e-17,1
2.7412,5.9146e-17,0.96593
2.5,5.3029e-17,0.86603
2.2929,4.3298e-17,0.70711
2.134,3.0616e-17,0.5
2.0341,1.5848e-17,0.25882
2,2.9995e-32,4.8986e-16
2.0681,-3.1696e-17,-0.51764
2.168,-4.6464e-17,-0.75882
2.327,-5.9146e-17,-0.96593
2.5341,-6.8877e-17,-1.1248
2.7753,-7.4994e-17,-1.2247
3.0341,-7.708e-17,-1.2588
3.2929,-7.4994e-17,-1.2247
3.5341,-6.8877e-17,-1.1248
3.7412,-5.9146e-17,-0.96593
3.9001,-4.6464e-17,-0.75882
4,-3.1696e-17,-0.51764
4.0341,-1.5848e-17,-0.25882
4,-6.163e-33,-1.1102e-16
3.9001,1.4768e-17,0.24118
3.7412,2.745e-17,0.44829
3.5341,3.7181e-17,0.60721
3.2929,4.3298e-17,0.70711
3.0341,4.5384e-17,0.74118
2.7753,4.3298e-17,0.70711
2.5341,3.7181e-17,0.60721
2.327,2.745e-17,0.44829
2.168,1.4768e-17,0.24118
2.0681,2.4652e-32,4.996e-16
2.0341,-1.5848e-17,-0.25882
2.0681,-3.1696e-17,-0.51764
2.2679,-6.1232e-17,-1
2.4269,-7.3914e-17,-1.2071
2.634,-8.3645e-17,-1.366
2.8752,-8.9762e-17,-1.4659
3.134,-9.1849e-17,-1.5
3.3928,-8.9762e-17,-1.4659
3.634,-8.3645e-17,-1.366
3.8411,-7.3914e-17,-1.2071
4,-6.1232e-17,-1
4.0999,-4.6464e-17,-0.75882
4.134,-3.0616e-17,-0.5
4.0999,-1.4768e-17,-0.24118
4,-6.163e-33,-1.1102e-16
3.8411,1.2682e-17,0.20711
3.634,2.2413e-17,0.36603
3.3928,2.853e-17,0.46593
3.134,3.0616e-17,0.5
2.8752,2.853e-17,0.46593
2.634,2.2413e-17,0.36603
2.4269,1.2682e-17,0.20711
2.2679,-2.4652e-32,-3.3307e-16
2.168,-1.4768e-17,-0.24118
2.134,-3.0616e-17,-0.5
2.168,-4.6464e-17,-0.75882
2.2679,-6.1232e-17,-1
2.5858,-8.6596e-17,-1.4142
2.7929,-9.6327e-17,-1.5731
3.0341,-1.0244e-16,-1.673
3.2929,-1.0453e-16,-1.7071
3.5517,-1.0244e-16,-1.673
3.7929,-9.6327e-17,-1.5731
4,-8.6596e-17,-1.4142
4.1589,-7.3914e-17,-1.2071
4.2588,-5.9146e-17,-0.96593
4.2929,-4.3298e-17,-0.70711
4.2588,-2.745e-17,-0.44829
4.1589,-1.2682e-17,-0.20711
4,-6.163e-33,-1.1102e-16
3.7929,9.731e-18,0.15892
3.5517,1.5848e-17,0.25882
3.2929,1.7935e-17,0.29289
3.0341,1.5848e-17,0.25882
2.7929,9.731e-18,0.15892
2.5858,2.4652e-32,3.3307e-16
2.4269,-1.2682e-17,-0.20711
2.327,-2.745e-17,-0.44829
2.2929,-4.3298e-17,-0.70711
2.327,-5.9146e-17,-0.96593
2.4269,-7.3914e-17,-1.2071
2.5858,-8.6596e-17,-1.4142
3,-1.0606e-16,-1.7321
3.2412,-1.1217e-16,-1.832
3.5,-1.1426e-16,-1.866
3.7588,-1.1217e-16,-1.832
4,-1.0606e-16,-1.7321
4.2071,-9.6327e-17,-1.5731
4.366,-8.3645e-17,-1.366
4.4659,-6.8877e-17,-1.1248
4.5,-5.3029e-17,-0.86603
4.4659,-3.7181e-17,-0.60721
4.366,-2.2413e-17,-0.36603
4.2071,-9.731e-18,-0.15892
4,-6.163e-33,-1.1102e-16
3.7588,6.1171e-18,0.0999
3.5,8.2036e-18,0.13397
3.2412,6.1171e-18,0.0999
3,4.9304e-32,7.7716e-16
2.7929,-9.731e-18,-0.15892
2.634,-2.2413e-17,-0.36603
2.5341,-3.7181e-17,-0.60721
2.5,-5.3029e-17,-0.86603
2.5341,-6.8877e-17,-1.1248
2.634,-8.3645e-17,-1.366
2.7929,-9.6327e-17,-1.5731
3,-1.0606e-16,-1.7321
3.4824,-1.1829e-16,-1.9319
3.7412,-1.2038e-16,-1.9659
4,-1.1829e-16,-1.9319
4.2412,-1.1217e-16,-1.832
4.4483,-1.0244e-16,-1.673
4.6072,-8.9762e-17,-1.4659
4.7071,-7.4994e-17,-1.2247
4.7412,-5.9146e-17,-0.96593
4.7071,-4.3298e-17,-0.70711
4.6072,-2.853e-17,-0.46593
4.4483,-1.5848e-17,-0.25882
4.2412,-6.1171e-18,-0.0999
4,0,0
3.7412,2.0864e-18,0.034074
3.4824,0,-1.1102e-16
3.2412,-6.1171e-18,-0.0999
3.0341,-1.5848e-17,-0.25882
2.8752,-2.853e-17,-0.46593
2.7753,-4.3298e-17,-0.70711
2.7412,-5.9146e-17,-0.96593
2.7753,-7.4994e-17,-1.2247
2.8752,-8.9762e-17,-1.4659
3.0341,-1.0244e-16,-1.673
3.2412,-1.1217e-16,-1.832
3.4824,-1.1829e-16,-1.9319
4,-1.2246e-16,-2
4.2588,-1.2038e-16,-1.9659
4.5,-1.1426e-16,-1.866
4.7071,-1.0453e-16,-1.7071
4.866,-9.1849e-17,-1.5
4.9659,-7.708e-17,-1.2588
5,-6.1232e-17,-1
4.9659,-4.5384e-17,-0.74118
4.866,-3.0616e-17,-0.5
4.7071,-1.7935e-17,-0.29289
4.5,-8.2036e-18,-0.13397
4.2588,-2.0864e-18,-0.034074
4,0,0
3.7412,-2.0864e-18,-0.034074
3.5,-8.2036e-18,-0.13397
3.2929,-1.7935e-17,-0.29289
3.134,-3.0616e-17,-0.5
3.0341,-4.5384e-17,-0.74118
3,-6.1232e-17,-1
3.0341,-7.708e-17,-1.2588
3.134,-9.1849e-17,-1.5
3.2929,-1.0453e-16,-1.7071
3.5,-1.1426e-16,-1.866
3.7412,-1.2038e-16,-1.9659
4,-1.2246e-16,-2
4.5176,-1.1829e-16,-1.9319
4.7588,-1.1217e-16,-1.832
4.9659,-1.0244e-16,-1.673
5.1248,-8.9762e-17,-1.4659
5.2247,-7.4994e-17,-1.2247
5.2588,-5.9146e-17,-0.96593
5.2247,-4.3298e-17,-0.70711
5.1248,-2.853e-17,-0.46593
4.9659,-1.5848e-17,-0.25882
4.7588,-6.1171e-18,-0.0999
4.5176,-1.2326e-32,-2.2204e-16
4.2588,2.0864e-18,0.034074
4,0,0
3.7588,-6.1171e-18,-0.0999
3.5517,-1.5848e-17,-0.25882
3.3928,-2.853e-17,-0.46593
3.2929,-4.3298e-17,-0.70711
3.2588,-5.9146e-17,-0.96593
3.2929,-7.4994e-17,-1.2247
3.3928,-8.9762e-17,-1.4659
3.5517,-1.0244e-16,-1.673
3.7588,-1.1217e-16,-1.832
4,-1.1829e-16,-1.9319
4.2588,-1.2038e-16,-1.9659
4.5176,-1.1829e-16,-1.9319
5,-1.0606e-16,-1.7321
5.2071,-9.6327e-17,-1.5731
5.366,-8.3645e-17,-1.366
5.4659,-6.8877e-17,-1.1248
5.5,-5.3029e-17,-0.86603
5.4659,-3.7181e-17,-0.60721
5.366,-2.2413e-17,-0.36603
5.2071,-9.731e-18,-0.15892
5,-6.163e-33,0
4.7588,6.1171e-18,0.0999
4.5,8.2036e-18,0.13397
4.2412,6.1171e-18,0.0999
4,6.163e-33,1.1102e-16
3.7929,-9.731e-18,-0.15892
3.634,-2.2413e-17,-0.36603
3.5341,-3.7181e-17,-0.60721
3.5,-5.3029e-17,-0.86603
3.5341,-6.8877e-17,-1.1248
3.634,-8.3645e-17,-1.366
3.7929,-9.6327e-17,-1.5731
4,-1.0606e-16,-1.7321
4.2412,-1.1217e-16,-1.832
4.5,-1.1426e-16,-1.866
4.7588,-1.1217e-16,-1.832
5,-1.0606e-16,-1.7321
5.4142,-8.6596e-17,-1.4142
5.5731,-7.3914e-17,-1.2071
5.673,-5.9146e-17,-0.96593
5.7071,-4.3298e-17,-0.70711
5.673,-2.745e-17,-0.44829
5.5731,-1.2682e-17,-0.20711
5.4142,-2.4652e-32,-3.3307e-16
5.2071,9.731e-18,0.15892
4.9659,1.5848e-17,0.25882
4.7071,1.7935e-17,0.29289
4.4483,1.5848e-17,0.25882
4.2071,9.731e-18,0.15892
4,6.163e-33,1.1102e-16
3.8411,-1.2682e-17,-0.20711
3.7412,-2.745e-17,-0.44829
3.7071,-4.3298e-17,-0.70711
3.7412,-5.9146e-17,-0.96593
3.8411,-7.3914e-17,-1.2071
4,-8.6596e-17,-1.4142
4.2071,-9.6327e-17,-1.5731
4.4483,-1.0244e-16,-1.673
4.7071,-1.0453e-16,-1.7071
4.9659,-1.0244e-16,-1.673
5.2071,-9.6327e-17,-1.5731
5.4142,-8.6596e-17,-1.4142
5.7321,-6.1232e-17,-1
5.832,-4.6464e-17,-0.75882
5.866,-3.0616e-17,-0.5
5.832,-1.4768e-17,-0.24118
5.7321,-5.5467e-32,-1.0547e-15
5.5731,1.2682e-17,0.20711
5.366,2.2413e-17,0.36603
5.1248,2.853e-17,0.46593
4.866,3.0616e-17,0.5
4.6072,2.853e-17,0.46593
4.366,2.2413e-17,0.36603
4.1589,1.2682e-17,0.20711
4,6.163e-33,1.1102e-16
3.9001,-1.4768e-17,-0.24118
3.866,-3.0616e-17,-0.5
3.9001,-4.6464e-17,-0.75882
4,-6.1232e-17,-1
4.1589,-7.3914e-17,-1.2071
4.366,-8.3645e-17,-1.366
4.6072,-8.9762e-17,-1.4659
4.866,-9.1849e-17,-1.5
5.1248,-8.9762e-17,-1.4659
5.366,-8.3645e-17,-1.366
5.5731,-7.3914e-17,-1.2071
5.7321,-6.1232e-17,-1
5.9319,-3.1696e-17,-0.51764
5.9659,-1.5848e-17,-0.25882
5.9319,6.163e-33,5.5511e-17
5.832,1.4768e-17,0.24118
5.673,2.745e-17,0.44829
5.4659,3.7181e-17,0.60721
5.2247,4.3298e-17,0.70711
4.9659,4.5384e-17,0.74118
4.7071,4.3298e-17,0.70711
4.4659,3.7181e-17,0.60721
4.2588,2.745e-17,0.44829
4.0999,1.4768e-17,0.24118
4,6.163e-33,1.1102e-16
3.9659,-1.5848e-17,-0.25882
4,-3.1696e-17,-0.51764
4.0999,-4.6464e-17,-0.75882
4.2588,-5.9146e-17,-0.96593
4.4659,-6.8877e-17,-1.1248
4.7071,-7.4994e-17,-1.2247
4.9659,-7.708e-17,-1.2588
5.2247,-7.4994e-17,-1.2247
5.4659,-6.8877e-17,-1.1248
5.673,-5.9146e-17,-0.96593
5.832,-4.6464e-17,-0.75882
5.9319,-3.1696e-17,-0.51764
6,-2.9995e-32,-4.8986e-16
5.9659,1.5848e-17,0.25882
5.866,3.0616e-17,0.5
5.7071,4.3298e-17,0.70711
5.5,5.3029e-17,0.86603
5.2588,5.9146e-17,0.96593
5,6.1232e-17,1
4.7412,5.9146e-17,0.96593
4.5,5.3029e-17,0.86603
4.2929,4.3298e-17,0.70711
4.134,3.0616e-17,0.5
4.0341,1.5848e-17,0.25882
4,7.4988e-33,1.2246e-16
4.0341,-1.5848e-17,-0.25882
4.134,-3.0616e-17,-0.5
4.2929,-4.3298e-17,-0.70711
4.5,-5.3029e-17,-0.86603
4.7412,-5.9146e-17,-0.96593
5,-6.1232e-17,-1
5.2588,-5.9146e-17,-0.96593
5.5,-5.3029e-17,-0.86603
5.7071,-4.3298e-17,-0.70711
5.866,-3.0616e-17,-0.5
5.9659,-1.5848e-17,-0.25882
6,-4.4993e-32,-7.3479e-16
5.9877,0.38442,0
5.9537,0.38224,0.25882
5.854,0.37584,0.5
5.6954,0.36566,0.70711
5.4887,0.35239,0.86603
5.248,0.33693,0.96593
4.9897,0.32035,1
4.7314,0.30377,0.96593
4.4908,0.28832,0.86603
4.2841,0.27505,0.70711
4.1255,0.26486,0.5
4.0258,0.25846,0.25882
3.9918,0.25628,1.2246e-16
4.0258,0.25846,-0.25882
4.1255,0.26486,-0.5
4.2841,0.27505,-0.70711
4.4908,0.28832,-0.86603
4.7314,0.30377,-0.96593
4.9897,0.32035,-1
5.248,0.33693,-0.96593
5.4887,0.35239,-0.86603
5.6954,0.36566,-0.70711
5.854,0.37584,-0.5
5.9537,0.38224,-0.25882
5.9877,0.38442,-2.4493e-16
5.9197,0.38006,0.51764
5.82,0.37365,0.75882
5.6614,0.36347,0.96593
5.4547,0.3502,1.1248
5.214,0.33475,1.2247
4.9557,0.31817,1.2588
4.6974,0.30159,1.2247
4.4568,0.28613,1.1248
4.2501,0.27286,0.96593
4.0915,0.26268,0.75882
3.9918,0.25628,0.51764
3.9578,0.2541,0.25882
3.9918,0.25628,1.1102e-16
4.0915,0.26268,-0.24118
4.2501,0.27286,-0.44829
4.4568,0.28613,-0.60721
4.6974,0.30159,-0.70711
4.9557,0.31817,-0.74118
5.214,0.33475,-0.70711
5.4547,0.3502,-0.60721
5.6614,0.36347,-0.44829
5.82,0.37365,-0.24118
5.9197,0.38006,-5.5511e-16
5.9537,0.38224,0.25882
5.9197,0.38006,0.51764
5.7203,0.36725,1
5.5617,0.35707,1.2071
5.355,0.3438,1.366
5.1143,0.32835,1.4659
4.856,0.31177,1.5
4.5977,0.29518,1.4659
4.3571,0.27973,1.366
4.1504,0.26646,1.2071
3.9918,0.25628,1
3.8921,0.24988,0.75882
3.8581,0.2477,0.5
3.8921,0.24988,0.24118
3.9918,0.25628,1.1102e-16
4.1504,0.26646,-0.20711
4.3571,0.27973,-0.36603
4.5977,0.29518,-0.46593
4.856,0.31177,-0.5
5.1143,0.32835,-0.46593
5.355,0.3438,-0.36603
5.5617,0.35707,-0.20711
5.7203,0.36725,-5.5511e-17
5.82,0.37365,0.24118
5.854,0.37584,0.5
5.82,0.37365,0.75882
5.7203,0.36725,1
5.4031,0.34689,1.4142
5.1964,0.33362,1.5731
4.9557,0.31817,1.673
4.6974,0.30159,1.7071
4.4391,0.285,1.673
4.1985,0.26955,1.5731
3.9918,0.25628,1.4142
3.8332,0.2461,1.2071
3.7335,0.2397,0.96593
3.6995,0.23752,0.70711
3.7335,0.2397,0.44829
3.8332,0.2461,0.20711
3.9918,0.25628,1.1102e-16
4.1985,0.26955,-0.15892
4.4391,0.285,-0.25882
4.6974,0.30159,-0.29289
4.9557,0.31817,-0.25882
5.1964,0.33362,-0.15892
5.4031,0.34689,-2.2204e-16
5.5617,0.35707,0.20711
5.6614,0.36347,0.44829
5.6954,0.36566,0.70711
5.6614,0.36347,0.96593
5.5617,0.35707,1.2071
5.4031,0.34689,1.4142
4.9897,0.32035,1.7321
4.749,0.3049,1.832
4.4908,0.28832,1.866
4.2325,0.27173,1.832
3.9918,0.25628,1.7321
3.7851,0.24301,1.5731
3.6265,0.23283,1.366
3.5268,0.22643,1.1248
3.4928,0.22425,0.86603
3.5268,0.22643,0.60721
3.6265,0.23283,0.36603
3.7851,0.24301,0.15892
3.9918,0.25628,1.1102e-16
4.2325,0.27173,-0.0999
4.4908,0.28832,-0.13397
4.749,0.3049,-0.0999
4.9897,0.32035,-4.4409e-16
5.1964,0.33362,0.15892
5.355,0.3438,0.36603
5.4547,0.3502,0.60721
5.4887,0.35239,0.86603
5.4547,0.3502,1.1248
5.355,0.3438,1.366
5.1964,0.33362,1.5731
4.9897,0.32035,1.7321
4.5084,0.28945,1.9319
4.2501,0.27286,1.9659
3.9918,0.25628,1.9319
3.7511,0.24083,1.832
3.5444,0.22756,1.673
3.3858,0.21738,1.4659
3.2861,0.21098,1.2247
3.2521,0.20879,0.96593
3.2861,0.21098,0.70711
3.3858,0.21738,0.46593
3.5444,0.22756,0.25882
3.7511,0.24083,0.0999
3.9918,0.25628,0
4.2501,0.27286,-0.034074
4.5084,0.28945,1.1102e-16
4.749,0.3049,0.0999
4.9557,0.31817,0.25882
5.1143,0.32835,0.46593
5.214,0.33475,0.70711
5.248,0.33693,0.96593
5.214,0.33475,1.2247
5.1143,0.32835,1.4659
4.9557,0.31817,1.673
4.749,0.3049,1.832
4.5084,0.28945,1.9319
3.9918,0.25628,2
3.7335,0.2397,1.9659
3.4928,0.22425,1.866
3.2861,0.21098,1.7071
3.1275,0.20079,1.5
3.0278,0.19439,1.2588
2.9938,0.19221,1
3.0278,0.19439,0.74118
3.1275,0.20079,0.5
3.2861,0.21098,0.29289
3.4928,0.22425,0.13397
3.7335,0.2397,0.034074
3.9918,0.25628,0
4.2501,0.27286,0.034074
4.4908,0.28832,0.13397
4.6974,0.30159,0.29289
4.856,0.31177,0.5
4.9557,0.31817,0.74118
4.9897,0.32035,1
4.9557,0.31817,1.2588
4.856,0.31177,1.5
4.6974,0.30159,1.7071
4.4908,0.28832,1.866
4.2501,0.27286,1.9659
3.9918,0.25628,2
3.4752,0.22312,1.9319
3.2345,0.20766,1.832
3.0278,0.19439,1.673
2.8692,0.18421,1.4659
2.7696,0.17781,1.2247
2.7355,0.17563,0.96593
2.7696,0.17781,0.70711
